customer_id,customer_name,gender,age,city,state,join_date,plan_id,contract_type,internet_service,tenure_months,churn
1645,Simon Kaul,Male,57,Naihati,Madhya Pradesh,2021-06-07,3,Monthly,Fiber,10,No
1646,Radhika Singhal,Male,42,Machilipatnam,Madhya Pradesh,2025-02-06,1,Monthly,Fiber,20,No
1647,George Saha,Male,56,Panihati,Madhya Pradesh,2023-06-27,3,Monthly,DSL,37,Yes
1648,Girish Sawhney,Female,32,Motihari,Tamil Nadu,2025-03-09,3,Two-Year,Fiber,29,No
1649,Raagini Bail,Male,52,Eluru,Tamil Nadu,2023-08-19,1,Annual,Fiber,6,No
1650,Tanvi Bedi,Female,66,Pondicherry,Madhya Pradesh,2024-07-21,1,Two-Year,5G,41,No
1651,Nathaniel Bhagat,Male,60,Jodhpur,Maharashtra,2023-05-03,2,Annual,DSL,26,Yes
1652,Charvi Khatri,Female,58,Erode,Maharashtra,2024-02-15,3,Two-Year,Fiber,22,No
1653,Aadi Ganesan,Female,54,Thanjavur,Karnataka,2023-06-05,4,Monthly,None,54,No
1654,Hema Zachariah,Male,59,Erode,Karnataka,2025-05-17,4,Monthly,5G,43,No
1655,Aashi Korpal,Female,64,Amaravati,Madhya Pradesh,2025-04-09,2,Annual,Fiber,47,No
1656,Madhavi Bhakta,Male,45,South Dumdum,Rajasthan,2021-03-01,2,Two-Year,5G,38,Yes
1657,Dalaja Nadkarni,Female,31,Pallavaram,Delhi,2022-02-05,1,Two-Year,DSL,26,No
1658,Upkaar Toor,Male,21,Kochi,Delhi,2023-04-08,4,Annual,DSL,17,Yes
1659,Zehaan Rajan,Male,37,Thoothukudi,Maharashtra,2024-04-18,3,Monthly,Fiber,1,No
1660,Janya Rajan,Female,51,Bhimavaram,Rajasthan,2024-06-09,1,Monthly,Fiber,31,No
1661,Joshua Chaudhuri,Male,29,Guna,Delhi,2022-04-21,3,Monthly,Fiber,9,No
1662,Ridhi Balan,Male,50,Kishanganj,Gujarat,2022-10-17,4,Monthly,Fiber,26,No
1663,Abha Arora,Female,41,Kanpur,Tamil Nadu,2023-04-25,1,Monthly,DSL,50,No
1664,Ekavir Kakar,Male,37,Thane,Delhi,2023-07-13,3,Monthly,DSL,53,No
1665,Advika Guha,Male,22,Jaipur,Delhi,2024-06-22,2,Two-Year,Fiber,57,No
1666,Siya Roy,Female,55,Nadiad,Karnataka,2022-09-30,3,Monthly,5G,6,No
1667,Hamsini Vohra,Female,47,Kirari Suleman Nagar,Gujarat,2022-10-11,3,Monthly,DSL,57,No
1668,Brijesh Palla,Male,41,Burhanpur,Delhi,2025-05-11,1,Monthly,DSL,46,No
1669,Siddharth Bhardwaj,Male,60,Thanjavur,Tamil Nadu,2021-08-01,4,Monthly,None,2,No
1670,Michael Chopra,Female,57,Morena,Delhi,2025-01-22,3,Monthly,None,42,Yes
1671,Yashasvi Swamy,Female,24,,Maharashtra,2023-09-17,3,Monthly,Fiber,27,No
1672,Rayaan Oza,Male,53,Hospet,Gujarat,2023-03-15,3,Two-Year,DSL,1,No
1673,Hema Gupta,Female,55,Durg,Delhi,2021-05-08,3,Monthly,5G,30,No
1674,Anita Vora,Male,33,Surendranagar Dudhrej,Rajasthan,2023-08-10,2,Monthly,Fiber,18,No
1675,Upma Rastogi,Male,69,Tiruvottiyur,Gujarat,2021-08-05,4,Monthly,Fiber,34,Yes
1676,Rudra Kala,Male,32,Dibrugarh,Delhi,2022-12-12,4,Monthly,Fiber,21,No
1677,Faqid Hayre,Male,63,Karawal Nagar,Tamil Nadu,2021-01-20,1,Monthly,Fiber,1,Yes
1678,Panini Kala,Male,40,Ajmer,Tamil Nadu,2025-05-10,3,Monthly,None,47,No
1679,Maya Prabhu,Female,29,Jalgaon,Gujarat,2023-12-20,1,Monthly,5G,32,Yes
1680,Falak Madan,Female,46,Bhalswa Jahangir Pur,Madhya Pradesh,2022-11-06,2,Annual,Fiber,43,No
1681,Siya Srinivasan,Female,61,Jehanabad,Karnataka,2022-12-15,2,Annual,5G,34,Yes
1682,Zaitra Kulkarni,Female,65,Durg,Karnataka,2023-01-09,3,Monthly,Fiber,47,Yes
1683,Abha Suresh,Male,32,Kottayam,Maharashtra,2024-02-27,1,Annual,Fiber,53,No
1684,Karan Seshadri,Male,46,Bhopal,Madhya Pradesh,2022-07-11,1,Monthly,Fiber,14,No
1685,Radhika Chaudhary,Male,62,Berhampore,Karnataka,2021-07-16,4,Monthly,Fiber,5,No
1686,Aadi Ram,Male,60,Ranchi,Gujarat,2023-07-25,1,Monthly,Fiber,55,Yes
1687,Aarav Bava,Female,66,Nagercoil,Karnataka,2025-02-24,2,Annual,5G,36,Yes
1688,Tripti Kohli,Male,38,Jamalpur,Maharashtra,2022-11-09,2,Monthly,Fiber,54,Yes
1689,Eta Naik,Male,32,Bhavnagar,Delhi,2022-05-19,3,Annual,5G,32,No
1690,Nathaniel Hegde,Female,31,Anand,Karnataka,2024-06-24,1,Annual,Fiber,54,Yes
1691,Waida Munshi,Female,59,Nangloi Jat,Gujarat,2023-01-08,1,Two-Year,DSL,9,No
1692,Janya Sundaram,Female,61,Raurkela Industrial Township,Gujarat,2023-03-03,2,Monthly,5G,45,No
1693,Geetika Sheth,Female,33,Erode,Maharashtra,2024-07-07,3,Monthly,Fiber,35,No
1694,Zashil Amble,Male,32,Alappuzha,Rajasthan,2024-10-02,4,Monthly,DSL,25,No
1695,Yashasvi Sastry,Male,59,Amaravati,Maharashtra,2021-07-16,4,Two-Year,DSL,11,No
1696,Ansh Sangha,Female,21,Korba,Rajasthan,2024-02-05,3,Annual,Fiber,46,No
1697,Dalbir Bahri,Male,44,Ranchi,Tamil Nadu,2023-02-20,3,Two-Year,Fiber,41,No
1698,Tara Kaul,Male,40,Thrissur,Tamil Nadu,2023-01-14,4,Annual,DSL,13,No
1699,Eesha Nayak,Male,46,Vasai-Virar,Tamil Nadu,2024-03-29,2,Annual,Fiber,30,No
1700,Chaitanya Pall,Female,58,Mahbubnagar,Rajasthan,2022-02-26,1,Monthly,Fiber,34,No
1701,Rajata Wali,Male,69,Dehradun,Delhi,2024-05-15,4,Two-Year,5G,32,Yes
1702,Radha Sekhon,Female,26,Sangli-Miraj & Kupwad,Gujarat,2024-08-29,3,Two-Year,None,30,No
1703,Harini Naidu,Male,69,Haridwar,Tamil Nadu,2022-03-08,3,Monthly,Fiber,18,No
1704,Tanveer Mukherjee,Male,60,Vasai-Virar,Gujarat,2023-07-15,1,Monthly,5G,39,No
1705,Aarush Pau,Male,60,Ratlam,Maharashtra,2021-08-23,3,Annual,None,56,No
1706,Maanas Butala,Female,24,Bareilly,Delhi,2021-11-23,2,Monthly,Fiber,3,No
1707,Yauvani Narang,Male,59,Jamnagar,Maharashtra,2023-07-23,3,Two-Year,DSL,7,No
1708,Vrishti Wagle,Female,21,Bhiwandi,Gujarat,2022-04-24,1,Monthly,Fiber,39,Yes
1709,Ekavir Modi,Female,22,Darbhanga,Madhya Pradesh,2022-03-04,4,Monthly,5G,55,No
1710,Balendra Talwar,Female,22,Surendranagar Dudhrej,Rajasthan,2022-10-28,2,Annual,Fiber,34,No
1711,Warhi Butala,Male,28,Barasat,Madhya Pradesh,2024-01-29,3,Annual,Fiber,8,No
1712,Shaurya Sule,Male,58,Barasat,Tamil Nadu,2024-06-15,1,Monthly,DSL,43,No
1713,Tanay D’Alia,Male,45,Burhanpur,Madhya Pradesh,2024-02-05,4,Two-Year,5G,48,Yes
1714,Manya Kuruvilla,Male,33,Ghaziabad,Maharashtra,2023-05-08,4,Two-Year,Fiber,58,No
1715,Forum Dara,Female,58,Pune,Rajasthan,2024-10-19,1,Annual,DSL,32,No
1716,Vrishti Dara,Female,47,Lucknow,Madhya Pradesh,2022-10-04,4,Annual,None,40,No
1717,Chasmum Jha,Female,21,Bidhannagar,Karnataka,2023-03-22,4,Annual,5G,14,No
1718,Shivani Arora,Male,19,Bikaner,Delhi,2025-02-25,4,Monthly,5G,5,No
1719,Hema Tripathi,Female,63,Bhilai,Gujarat,2023-12-03,4,Two-Year,None,55,No
1720,Girindra Nath,Male,20,Avadi,Rajasthan,2022-07-29,1,Monthly,5G,7,No
1721,Ira Tailor,Female,67,Saharanpur,Tamil Nadu,2024-01-02,1,Monthly,5G,10,No
1722,Rudra Kannan,Male,38,Aurangabad,Maharashtra,2023-10-16,3,Two-Year,None,20,No
1723,Ranbir Om,Male,23,Ambattur,Delhi,2024-08-20,3,Monthly,5G,21,No
1724,Mahika Sanghvi,Female,60,Ichalkaranji,Tamil Nadu,2023-10-26,2,Annual,DSL,28,No
1725,Wyatt Balan,Female,35,Ichalkaranji,Maharashtra,2023-03-14,4,Monthly,DSL,29,No
1726,Nirja Patla,Female,61,Arrah,Madhya Pradesh,2024-10-04,4,Two-Year,Fiber,6,No
1727,Caleb Sura,Female,22,Berhampore,Rajasthan,2022-02-04,2,Annual,Fiber,38,No
1728,Libni Bala,Male,26,Chennai,Gujarat,2022-08-18,1,Two-Year,5G,42,No
1729,Devika Singh,Female,37,Pallavaram,Rajasthan,2024-12-27,1,Two-Year,,41,No
1730,Ethan Yadav,Female,45,Nagaon,Karnataka,2025-05-15,2,Monthly,5G,3,Yes
1731,Sai Mitter,Female,43,Latur,Karnataka,2024-02-05,3,Monthly,,37,No
1732,Lohit Suresh,Male,35,Davanagere,Rajasthan,2021-04-27,3,Annual,DSL,17,No
1733,Chakradev Sule,Male,36,Madhyamgram,Madhya Pradesh,2022-01-18,4,Two-Year,Fiber,33,No
1734,Vrinda Lall,Female,20,Guna,Gujarat,2023-05-09,3,Monthly,DSL,10,No
1735,Isaac Oza,Male,26,Nizamabad,Delhi,2021-03-23,1,Two-Year,Fiber,37,No
1736,Maanas Bhatti,Female,53,Tumkur,Gujarat,2023-04-12,2,Monthly,DSL,33,No
1737,Jack Goel,Male,48,Jaipur,Madhya Pradesh,2023-05-23,2,Two-Year,DSL,59,Yes
1738,Yutika Mutti,Male,66,Bikaner,Maharashtra,2022-10-15,2,Annual,5G,28,No
1739,Krisha Merchant,Male,34,Serampore,Rajasthan,2023-01-04,3,Annual,Fiber,23,No
1740,Urvashi Sarraf,Male,40,Meerut,Rajasthan,2024-12-04,2,Monthly,Fiber,42,No
1741,Tejas Varma,Female,51,Kanpur,Rajasthan,2021-03-11,2,Monthly,Fiber,56,No
1742,Edhitha Tailor,Female,58,Gangtok,Rajasthan,2022-01-22,3,Monthly,DSL,46,No
1743,Xavier Garg,Female,58,Medininagar,Delhi,2022-06-08,1,Monthly,DSL,58,No
1744,Mekhala Kuruvilla,Male,22,Patiala,Karnataka,2021-10-24,4,Monthly,DSL,48,No
1745,Ojasvi Gokhale,Female,32,Thane,Madhya Pradesh,2022-09-09,1,Annual,Fiber,50,No
1746,Qabil Konda,Female,64,Bettiah,Maharashtra,2022-12-20,3,Monthly,5G,51,No
1747,Damini Bhasin,Female,20,Jalna,Madhya Pradesh,2023-12-25,2,Monthly,None,46,No
1748,Ronith Karnik,Male,36,Muzaffarpur,Tamil Nadu,2025-05-18,4,Two-Year,Fiber,10,No
1749,Tarak Babu,Male,45,Ambarnath,Tamil Nadu,2021-06-27,1,Annual,5G,8,No
1750,Maanav Chhabra,Male,20,Nashik,Tamil Nadu,2023-10-29,4,Monthly,Fiber,16,No
1751,Parth Trivedi,Female,55,Ujjain,Karnataka,2024-03-28,1,Two-Year,5G,43,Yes
1752,Damyanti Mammen,Female,21,Junagadh,Gujarat,2021-01-11,1,Two-Year,DSL,32,No
1753,Oviya Chandra,Female,41,Nagercoil,Delhi,2023-02-24,3,Two-Year,DSL,49,No
1754,Ekaja Kanda,Male,48,Tenali,Rajasthan,2022-02-15,1,Two-Year,Fiber,45,No
1755,Advik Lata,Male,62,Miryalaguda,Karnataka,2023-06-11,2,Annual,5G,25,Yes
1756,Widisha Memon,Female,62,Purnia,Maharashtra,2022-08-30,3,Monthly,Fiber,37,No
1757,Pranit Kamdar,Male,28,Dehri,Maharashtra,2021-06-04,4,Annual,None,15,No
1758,Kritika Baral,Male,54,Nanded,Tamil Nadu,2024-05-14,3,Annual,Fiber,16,Yes
1759,Advaith Loke,Male,18,Tiruppur,Delhi,2024-02-13,1,Monthly,Fiber,42,No
1760,Nikita Srinivas,Male,26,Dharmavaram,Tamil Nadu,2024-11-03,4,Monthly,DSL,17,No
1761,Indira Majumdar,Female,34,Darbhanga,Maharashtra,2022-08-22,2,Monthly,5G,27,No
1762,Bhanumati Rajan,Male,18,Ahmednagar,Maharashtra,2023-04-04,3,Annual,DSL,47,Yes
1763,Saksham Chakraborty,Male,20,Miryalaguda,Rajasthan,2021-12-16,1,Monthly,Fiber,26,No
1764,Anay Bava,Male,64,Bhilai,Gujarat,2024-01-27,4,Annual,5G,8,No
1765,Christopher Nath,Male,43,Varanasi,Rajasthan,2023-08-01,2,Two-Year,DSL,41,No
1766,Isaiah Wagle,Female,48,,Gujarat,2021-01-19,2,Monthly,Fiber,41,Yes
1767,Viraj Dada,Female,43,Phagwara,Rajasthan,2021-11-09,3,Two-Year,DSL,11,Yes
1768,Quincy Hayer,Male,40,Adoni,Gujarat,2023-07-16,4,Monthly,,27,No
1769,Wriddhish Devi,Male,47,Darbhanga,Tamil Nadu,2022-06-12,1,Monthly,DSL,9,No
1770,Riya Subramaniam,Male,27,Chennai,Madhya Pradesh,2022-07-11,4,Monthly,5G,54,No
1771,Januja Patla,Male,25,Karnal,Delhi,2022-03-21,2,Monthly,5G,11,No
1772,Ekta Vig,Male,61,Sonipat,Gujarat,2021-08-19,4,Monthly,5G,7,Yes
1773,Yatan Pau,Male,42,Anantapur,Karnataka,2022-09-17,3,Two-Year,DSL,28,No
1774,Chaitanya Gade,Female,39,Muzaffarnagar,Gujarat,2023-10-08,4,Annual,Fiber,30,No
1775,Onkar Nazareth,Male,32,Jalgaon,Tamil Nadu,2023-06-08,4,Two-Year,5G,55,No
1776,Anirudh Dewan,Female,58,Dharmavaram,Delhi,2021-12-25,3,Annual,None,36,No
1777,Laksh Swamy,Female,27,Yamunanagar,Gujarat,2024-11-07,4,Monthly,Fiber,51,Yes
1778,Charvi Ratti,Male,37,Gandhinagar,Rajasthan,2025-03-16,3,Monthly,,9,Yes
1779,Madhav Srinivasan,Female,58,Farrukhabad,Delhi,2021-02-13,3,Annual,5G,35,Yes
1780,Keya Krishna,Female,64,Ambala,Karnataka,2024-10-20,3,Annual,DSL,51,No
1781,Liam Bajwa,Female,40,Hajipur,Maharashtra,2023-05-27,2,Monthly,None,13,No
1782,Jeet Keer,Female,18,Jamshedpur,Rajasthan,2024-02-09,4,Two-Year,DSL,48,No
1783,Ishaan Mody,Female,19,Dharmavaram,Delhi,2021-08-11,3,Annual,DSL,4,No
1784,Rachita Dubey,Female,36,Amroha,Madhya Pradesh,2024-11-10,1,Two-Year,,10,No
1785,Nidhi Mohan,Male,31,Begusarai,Gujarat,2023-06-21,1,Annual,None,58,No
1786,Sarthak Datta,Female,25,Bidar,Rajasthan,2024-07-12,2,Monthly,Fiber,26,No
1787,Ishaan Bath,Female,55,Nashik,Tamil Nadu,2021-09-28,3,Annual,None,3,No
1788,Shaurya Bora,Female,29,Bilaspur,Madhya Pradesh,2021-07-31,3,Monthly,Fiber,50,No
1789,Nisha Rana,Male,43,Purnia,Madhya Pradesh,2025-02-28,2,Annual,Fiber,53,Yes
1790,Veer Goyal,Female,44,Dharmavaram,Tamil Nadu,2024-08-30,4,Monthly,DSL,43,No
1791,Siddharth Rajagopal,Male,46,Coimbatore,Tamil Nadu,2024-11-11,3,Monthly,DSL,17,No
1792,Urmi Sane,Female,32,Tirunelveli,Tamil Nadu,2021-09-04,3,Monthly,DSL,49,No
1793,Turvi Parsa,Male,63,Nagercoil,Madhya Pradesh,2023-08-06,1,Monthly,Fiber,27,No
1794,Abha Varty,Male,18,Amritsar,Delhi,2025-05-10,3,Monthly,DSL,22,No
1795,Arya Chadha,Female,60,Nagercoil,Tamil Nadu,2023-04-01,2,Two-Year,None,44,Yes
1796,Abhimanyu Banik,Female,45,Aurangabad,Maharashtra,2024-10-05,1,Monthly,None,36,No
1797,Ekapad Suresh,Male,20,Gangtok,Madhya Pradesh,2021-03-13,2,Monthly,Fiber,8,No
1798,Veer Mani,Female,68,Gulbarga,Madhya Pradesh,2024-08-12,2,Annual,DSL,33,No
1799,Warda Dugar,Male,35,Sirsa,Madhya Pradesh,2024-05-21,3,Annual,5G,26,No
1800,Nakul Iyengar,Male,69,Kolhapur,Karnataka,2021-10-22,4,Monthly,DSL,31,Yes
1801,Harshil Nayar,Male,51,Alappuzha,Delhi,2021-06-20,3,Annual,Fiber,53,No
1802,Sanaya Edwin,Male,49,,Delhi,2021-09-03,4,Monthly,DSL,11,No
1803,Vihaan Mangat,Male,46,Alwar,Tamil Nadu,2024-03-10,1,Two-Year,5G,29,Yes
1804,Aadi Bhardwaj,Female,42,Silchar,Madhya Pradesh,2022-09-09,2,Annual,Fiber,29,Yes
1805,Xiti Ram,Male,43,Kadapa,Rajasthan,2021-08-28,2,Monthly,Fiber,38,No
1806,Megha Kara,Male,56,Shivpuri,Madhya Pradesh,2021-11-07,3,Monthly,Fiber,37,No
1807,Shaurya Chadha,Female,25,Vadodara,Tamil Nadu,2024-12-10,4,Annual,5G,59,No
1808,Lila Gade,Male,36,Patiala,Delhi,2022-02-02,2,Monthly,5G,58,Yes
1809,Ekaja Bawa,Female,64,Hyderabad,Tamil Nadu,2023-07-12,2,Two-Year,Fiber,15,No
1810,Arin Nath,Female,59,Maheshtala,Tamil Nadu,2023-03-03,4,Monthly,5G,54,No
1811,Jyoti Roy,Female,39,Kollam,Tamil Nadu,2021-01-22,2,Monthly,Fiber,51,No
1812,Saksham Sura,Male,46,South Dumdum,Tamil Nadu,2024-01-07,2,Monthly,DSL,57,No
1813,Nitara Ramaswamy,Male,50,Malda,Tamil Nadu,2023-03-24,2,Annual,DSL,15,Yes
1814,Balveer Karpe,Male,55,Chittoor,Gujarat,2023-06-23,4,Monthly,DSL,7,No
1815,Hitesh Deshmukh,Female,62,Kharagpur,Gujarat,2025-02-07,4,Monthly,5G,58,No
1816,Aadi Manda,Male,63,Pallavaram,Madhya Pradesh,2023-04-12,1,Two-Year,DSL,49,No
1817,Vidhi Solanki,Female,52,,Madhya Pradesh,2024-10-08,2,Monthly,Fiber,53,No
1818,Pallavi Ben,Male,60,Solapur,Rajasthan,2024-10-26,2,Monthly,Fiber,58,No
1819,Ekani Narain,Female,20,Kadapa,Rajasthan,2023-11-11,1,Monthly,None,29,No
1820,David Kala,Male,36,Karnal,Gujarat,2022-05-22,4,Two-Year,Fiber,33,No
1821,Niharika Chaudhry,Male,27,Faridabad,Delhi,2021-06-09,4,Annual,5G,46,No
1822,Anirudh Bava,Male,44,Aizawl,Karnataka,2023-01-14,3,Annual,DSL,51,No
1823,Dakshesh Dhaliwal,Female,32,Aurangabad,Delhi,2024-10-16,4,Monthly,Fiber,54,No
1824,Daniel Dugar,Female,28,Kamarhati,Rajasthan,2023-03-24,3,Annual,5G,16,No
1825,Warinder Ratti,Male,64,Bettiah,Madhya Pradesh,2025-04-29,1,Annual,None,34,No
1826,Gavin Devi,Male,43,Munger,Gujarat,2024-08-13,4,Monthly,Fiber,21,No
1827,Jagvi Nazareth,Female,41,Korba,Delhi,2024-10-07,1,Monthly,Fiber,7,No
1828,Sanaya Char,Female,30,Bettiah,Karnataka,2021-06-29,3,Two-Year,5G,44,No
1829,Peter Sachdeva,Female,49,Karaikudi,Tamil Nadu,2025-02-04,2,Monthly,DSL,29,No
1830,Gauri Tiwari,Male,54,Katni,Maharashtra,2024-11-19,2,Annual,DSL,9,Yes
1831,Anita Sarkar,Female,21,Thrissur,Gujarat,2021-08-01,1,Monthly,DSL,49,Yes
1832,Ishwar Narayan,Male,30,Morbi,Gujarat,2022-06-14,2,Annual,DSL,7,No
1833,Tristan Kuruvilla,Female,26,Durgapur,Karnataka,2024-11-19,1,Monthly,Fiber,14,No
1834,Gabriel Manda,Male,66,Mirzapur,Tamil Nadu,2021-01-27,3,Monthly,DSL,30,No
1835,Lipika Gola,Female,51,Haridwar,Tamil Nadu,2023-07-28,2,Annual,Fiber,24,No
1836,Bhavna Zacharia,Female,54,Rohtak,Maharashtra,2023-05-20,3,Two-Year,5G,51,Yes
1837,Bishakha Muni,Female,65,Udaipur,Tamil Nadu,2025-01-12,4,Two-Year,DSL,34,Yes
1838,Zaid Batra,Female,24,Belgaum,Karnataka,2022-03-14,2,Monthly,5G,8,No
1839,Banjeet Jaggi,Female,18,Tadipatri,Madhya Pradesh,2021-10-12,2,Monthly,None,55,No
1840,Kala Sabharwal,Male,29,Bilaspur,Tamil Nadu,2022-10-23,2,Annual,None,60,Yes
1841,Samuel Shetty,Female,38,Ramgarh,Madhya Pradesh,2022-10-11,1,Monthly,DSL,1,No
1842,Daniel Desai,Female,28,Sasaram,Rajasthan,2021-07-08,4,Annual,Fiber,34,Yes
1843,Jairaj Dubey,Female,61,Phagwara,Rajasthan,2024-05-07,4,Annual,Fiber,20,No
1844,Indrajit Pandit,Male,68,Tenali,Madhya Pradesh,2024-01-31,4,Annual,,31,No
1845,Urvashi Shere,Female,61,Bulandshahr,Karnataka,2022-04-24,3,Annual,5G,15,Yes
1846,Vihaan Dasgupta,Male,61,Alappuzha,Gujarat,2022-08-26,4,Monthly,Fiber,15,No
1847,Aditya Anand,Female,31,Vellore,Gujarat,2023-10-12,1,Annual,,51,No
1848,Jeevika Grewal,Female,51,Chandrapur,Gujarat,2024-06-01,1,Monthly,Fiber,34,No
1849,Amaira Narula,Male,51,Baranagar,Delhi,2022-06-01,3,Two-Year,DSL,5,No
1850,Mohini Bhattacharyya,Female,42,Saharsa,Gujarat,2025-03-31,3,Monthly,DSL,54,No
1851,Nirja Dhar,Male,21,Bettiah,Karnataka,2025-01-04,4,Monthly,DSL,22,No
1852,Saumya Om,Male,69,New Delhi,Maharashtra,2025-03-21,4,Two-Year,DSL,55,Yes
1853,Jhalak Oommen,Female,43,Pudukkottai,Rajasthan,2023-07-05,1,Annual,Fiber,12,No
1854,Daniel Baria,Male,33,,Tamil Nadu,2021-08-18,1,Two-Year,None,45,No
1855,Eta Shetty,Female,27,Dibrugarh,Gujarat,2023-05-19,4,Annual,,31,No
1856,Anvi Maharaj,Female,62,Tinsukia,Delhi,2024-02-12,1,Two-Year,,54,Yes
1857,Yuvraj Date,Male,19,Gudivada,Rajasthan,2025-03-20,3,Monthly,Fiber,29,Yes
1858,Theodore Sarma,Male,52,Junagadh,Rajasthan,2024-04-22,1,Monthly,Fiber,22,No
1859,Vanya Sahota,Male,36,Shivpuri,Madhya Pradesh,2023-01-29,4,Two-Year,Fiber,48,Yes
1860,Widisha Kata,Male,23,Raipur,Delhi,2021-02-03,3,Two-Year,DSL,8,Yes
1861,Rudra Yogi,Female,36,Sri Ganganagar,Karnataka,2021-10-23,1,Annual,DSL,60,No
1862,Eiravati Bumb,Female,69,Tirunelveli,Maharashtra,2022-03-29,3,Annual,DSL,37,No
1863,Girindra Sengupta,Male,68,Bharatpur,Gujarat,2025-03-09,4,Two-Year,DSL,28,No
1864,Nakul Seth,Female,25,Arrah,Gujarat,2024-11-30,1,Monthly,5G,21,No
1865,Dakshesh Bawa,Female,31,Patiala,Delhi,2024-02-25,4,Annual,Fiber,11,Yes
1866,Pooja Mohanty,Female,27,Ambala,Karnataka,2021-05-22,2,Monthly,DSL,11,Yes
1867,Ayaan Tripathi,Female,20,Thane,Delhi,2022-10-10,4,Monthly,5G,23,No
1868,Ishani Chandra,Male,55,Warangal,Delhi,2021-05-08,2,Monthly,None,42,No
1869,Upkaar Shanker,Male,46,Belgaum,Maharashtra,2023-04-15,3,Two-Year,5G,13,No
1870,Darika Bail,Female,32,Gorakhpur,Karnataka,2023-07-14,3,Annual,DSL,43,No
1871,Forum Vasa,Male,40,Saharsa,Maharashtra,2022-12-31,2,Two-Year,5G,27,No
1872,Kritika Johal,Male,40,Madhyamgram,Karnataka,2024-10-05,3,Monthly,,23,Yes
1873,Ishaan Sami,Male,35,Bhind,Gujarat,2025-03-28,3,Monthly,5G,51,Yes
1874,Ekbal Bhardwaj,Female,63,Guntur,Tamil Nadu,2022-04-08,4,Monthly,Fiber,33,No
1875,Wriddhish Bora,Female,36,Sirsa,Madhya Pradesh,2024-06-21,2,Monthly,DSL,53,No
1876,Vidhi Chad,Female,45,Ranchi,Tamil Nadu,2022-07-18,1,Monthly,5G,26,No
1877,Aachal Cherian,Male,43,Muzaffarpur,Rajasthan,2024-04-24,3,Monthly,DSL,43,Yes
1878,Triveni Buch,Female,27,Rohtak,Karnataka,2024-06-10,3,Monthly,DSL,36,Yes
1879,Unni Shere,Female,64,Adoni,Tamil Nadu,2022-05-29,1,Monthly,Fiber,33,Yes
1880,Leela Dewan,Male,21,Nagercoil,Delhi,2021-01-01,4,Monthly,DSL,53,No
1881,Zayan Shroff,Female,19,Amritsar,Gujarat,2024-06-16,4,Two-Year,DSL,38,No
1882,Faraj Chowdhury,Female,20,Secunderabad,Madhya Pradesh,2023-12-15,4,Annual,Fiber,55,No
1883,Daniel Datta,Male,24,Phagwara,Madhya Pradesh,2025-02-27,1,Two-Year,5G,16,No
1884,Charles Naidu,Male,33,Guntakal,Rajasthan,2024-12-12,4,Two-Year,Fiber,10,Yes
1885,Krisha Edwin,Male,48,Siliguri,Madhya Pradesh,2025-01-11,3,Monthly,DSL,43,No
1886,Nathan Sharaf,Female,27,Howrah,Gujarat,2021-12-04,4,Annual,5G,60,No
1887,Vinaya Soni,Female,36,Aurangabad,Tamil Nadu,2023-06-27,3,Annual,DSL,48,No
1888,Sneha Cherian,Female,45,Adoni,Madhya Pradesh,2023-03-29,1,Monthly,DSL,41,No
1889,Gauri Vasa,Male,34,Ambarnath,Madhya Pradesh,2024-07-24,4,Two-Year,Fiber,44,No
1890,Falan Thakkar,Male,45,Machilipatnam,Karnataka,2023-10-31,4,Monthly,DSL,52,No
1891,Jagat Dave,Female,36,Ambarnath,Delhi,2024-09-26,3,Monthly,None,17,No
1892,Pranit Ravi,Female,54,Howrah,Karnataka,2024-02-02,1,Annual,5G,52,No
1893,Neelima Sangha,Male,40,New Delhi,Tamil Nadu,2021-12-11,4,Annual,DSL,43,No
1894,Azaan Maharaj,Male,37,Mehsana,Gujarat,2024-10-25,1,Annual,DSL,23,No
1895,Lipika Parmer,Male,30,Yamunanagar,Gujarat,2023-09-04,3,Monthly,Fiber,1,No
1896,Diya Uppal,Male,30,Bardhaman,Karnataka,2023-06-02,3,Monthly,DSL,29,Yes
1897,Vanya Sachdeva,Female,60,Guntur,Maharashtra,2021-07-17,4,Monthly,Fiber,25,No
1898,Yashasvi Randhawa,Male,28,Karnal,Karnataka,2023-11-04,1,Two-Year,5G,6,No
1899,Pallavi Bhatti,Female,65,Katihar,Maharashtra,2023-05-22,3,Two-Year,Fiber,10,No
1900,Warda Bali,Female,32,Junagadh,Rajasthan,2024-09-23,1,Annual,Fiber,40,No
1901,Chaaya Date,Female,34,Rajpur Sonarpur,Karnataka,2022-06-26,2,Monthly,Fiber,54,No
1902,Gautam Oommen,Male,67,Varanasi,Maharashtra,2022-04-02,2,Monthly,DSL,14,No
1903,Quincy Pai,Male,45,Shahjahanpur,Maharashtra,2025-03-30,4,Monthly,DSL,23,No
1904,Tanish Sankaran,Male,36,Surendranagar Dudhrej,Madhya Pradesh,2023-01-20,1,Monthly,Fiber,19,No
1905,Hardik Balan,Male,21,Munger,Rajasthan,2024-12-30,1,Monthly,5G,56,No
1906,Ekansh Lad,Female,39,Gurgaon,Madhya Pradesh,2022-01-01,3,Annual,DSL,53,Yes
1907,Frederick Deol,Male,39,Katihar,Maharashtra,2022-02-05,1,Monthly,Fiber,31,No
